행정구역별,산업별,종사자규모별,사업체수 (개),종사자수 (명)
세종,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",100 - 299명,8,1344
세종,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",300 - 499명,1,X
세종,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",500 - 999명,1,X
세종,"공공행정, 국방 및 사회보장 행정(84)",계,117,18938
세종,"공공행정, 국방 및 사회보장 행정(84)",1 - 4명,19,43
세종,"공공행정, 국방 및 사회보장 행정(84)",5 - 9명,5,31
세종,"공공행정, 국방 및 사회보장 행정(84)",10 - 19명,19,289
세종,"공공행정, 국방 및 사회보장 행정(84)",20 - 49명,35,960
세종,"공공행정, 국방 및 사회보장 행정(84)",50 - 99명,10,675
세종,"공공행정, 국방 및 사회보장 행정(84)",100 - 299명,7,1116
세종,"공공행정, 국방 및 사회보장 행정(84)",300 - 499명,6,2338
세종,"공공행정, 국방 및 사회보장 행정(84)",500 - 999명,12,8358
세종,"공공행정, 국방 및 사회보장 행정(84)",1000명 이상,4,5128
세종,교육 서비스업(85),계,1107,12802
세종,교육 서비스업(85),1 - 4명,724,1542
세종,교육 서비스업(85),5 - 9명,196,1243
세종,교육 서비스업(85),10 - 19명,42,522
세종,교육 서비스업(85),20 - 49명,77,2444
세종,교육 서비스업(85),50 - 99명,50,3732
세종,교육 서비스업(85),100 - 299명,15,1778
세종,교육 서비스업(85),300 - 499명,2,X
세종,교육 서비스업(85),500 - 999명,1,X
세종,보건업 및 사회복지 서비스업(86~87),계,817,9033
세종,보건업 및 사회복지 서비스업(86~87),1 - 4명,247,765
세종,보건업 및 사회복지 서비스업(86~87),5 - 9명,303,1935
세종,보건업 및 사회복지 서비스업(86~87),10 - 19명,187,2368
세종,보건업 및 사회복지 서비스업(86~87),20 - 49명,66,2127
세종,보건업 및 사회복지 서비스업(86~87),50 - 99명,12,750
세종,보건업 및 사회복지 서비스업(86~87),100 - 299명,1,X
세종,보건업 및 사회복지 서비스업(86~87),500 - 999명,1,X
세종,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,541,1998
세종,"예술, 스포츠 및 여가관련 서비스업(90~91)",1 - 4명,465,858
세종,"예술, 스포츠 및 여가관련 서비스업(90~91)",5 - 9명,48,286
세종,"예술, 스포츠 및 여가관련 서비스업(90~91)",10 - 19명,19,261
세종,"예술, 스포츠 및 여가관련 서비스업(90~91)",20 - 49명,6,196
세종,"예술, 스포츠 및 여가관련 서비스업(90~91)",50 - 99명,1,X
세종,"예술, 스포츠 및 여가관련 서비스업(90~91)",100 - 299명,2,X
세종,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,1553,3559
세종,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",1 - 4명,1434,2214
세종,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",5 - 9명,72,442
세종,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",10 - 19명,32,418
세종,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",20 - 49명,14,360
세종,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",100 - 299명,1,X
경기,전체 산업,계,909032,5174364
경기,전체 산업,1 - 4명,690666,1292635
경기,전체 산업,5 - 9명,133709,864305
경기,전체 산업,10 - 19명,47822,628885
경기,전체 산업,20 - 49명,25401,750567
경기,전체 산업,50 - 99명,7521,512411
경기,전체 산업,100 - 299명,3225,499738
경기,전체 산업,300 - 499명,370,141413
경기,전체 산업,500 - 999명,214,145866
경기,전체 산업,1000명 이상,104,338544
경기,"농업, 임업 및 어업(01~03)",계,522,4820
경기,"농업, 임업 및 어업(01~03)",1 - 4명,262,611
경기,"농업, 임업 및 어업(01~03)",5 - 9명,124,810
경기,"농업, 임업 및 어업(01~03)",10 - 19명,74,1027
경기,"농업, 임업 및 어업(01~03)",20 - 49명,50,1450
경기,"농업, 임업 및 어업(01~03)",50 - 99명,9,568
경기,"농업, 임업 및 어업(01~03)",100 - 299명,3,354
경기,광업(05~08),계,94,1454
경기,광업(05~08),1 - 4명,29,70
경기,광업(05~08),5 - 9명,24,159
경기,광업(05~08),10 - 19명,16,230
경기,광업(05~08),20 - 49명,21,658
경기,광업(05~08),50 - 99명,4,337
경기,제조업(10~34),계,132785,1317605
경기,제조업(10~34),1 - 4명,74083,168042
경기,제조업(10~34),5 - 9명,34248,233971
경기,제조업(10~34),10 - 19명,12607,170458
경기,제조업(10~34),20 - 49명,8683,255647
경기,제조업(10~34),50 - 99명,2105,142933
경기,제조업(10~34),100 - 299명,896,140567
경기,제조업(10~34),300 - 499명,96,36386
경기,제조업(10~34),500 - 999명,44,29722
경기,제조업(10~34),1000명 이상,23,139879
경기,"전기, 가스, 증기 및 공기조절 공급업(35)",계,276,8568
경기,"전기, 가스, 증기 및 공기조절 공급업(35)",1 - 4명,131,249
경기,"전기, 가스, 증기 및 공기조절 공급업(35)",5 - 9명,27,187
경기,"전기, 가스, 증기 및 공기조절 공급업(35)",10 - 19명,18,249
경기,"전기, 가스, 증기 및 공기조절 공급업(35)",20 - 49명,35,1248
경기,"전기, 가스, 증기 및 공기조절 공급업(35)",50 - 99명,51,3490
경기,"전기, 가스, 증기 및 공기조절 공급업(35)",100 - 299명,11,1871
경기,"전기, 가스, 증기 및 공기조절 공급업(35)",300 - 499명,3,1274
경기,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,2255,27224
경기,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",1 - 4명,1057,2474
경기,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",5 - 9명,503,3259
경기,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",10 - 19명,303,4157
경기,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",20 - 49명,299,9570
경기,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",50 - 99명,70,4662
경기,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",100 - 299명,23,3102
경기,건설업(41~42),계,30361,284619
경기,건설업(41~42),1 - 4명,16262,39650
경기,건설업(41~42),5 - 9명,7351,48148
경기,건설업(41~42),10 - 19명,4281,55804
경기,건설업(41~42),20 - 49명,1795,52338
경기,건설업(41~42),50 - 99명,395,25891
경기,건설업(41~42),100 - 299명,230,37691
경기,건설업(41~42),300 - 499명,29,11024
경기,건설업(41~42),500 - 999명,17,10790
경기,건설업(41~42),1000명 이상,1,X
경기,도매 및 소매업(45~47),계,209233,735964
경기,도매 및 소매업(45~47),1 - 4명,173708,334250
경기,도매 및 소매업(45~47),5 - 9명,24958,156548
경기,도매 및 소매업(45~47),10 - 19명,7232,93495
경기,도매 및 소매업(45~47),20 - 49명,2630,74256
경기,도매 및 소매업(45~47),50 - 99명,481,32121
경기,도매 및 소매업(45~47),100 - 299명,197,29294
경기,도매 및 소매업(45~47),300 - 499명,20,7577
경기,도매 및 소매업(45~47),500 - 999명,3,1856
경기,도매 및 소매업(45~47),1000명 이상,4,6567
경기,운수 및 창고업(49~52),계,90679,250124
경기,운수 및 창고업(49~52),1 - 4명,85108,91177
경기,운수 및 창고업(49~52),5 - 9명,2262,14863
경기,운수 및 창고업(49~52),10 - 19명,1371,18139
경기,운수 및 창고업(49~52),20 - 49명,1131,34818
경기,운수 및 창고업(49~52),50 - 99명,514,34656
경기,운수 및 창고업(49~52),100 - 299명,265,40748
경기,운수 및 창고업(49~52),300 - 499명,16,6066
경기,운수 및 창고업(49~52),500 - 999명,10,7119
경기,운수 및 창고업(49~52),1000명 이상,2,X
경기,숙박 및 음식점업(55~56),계,154477,503155
경기,숙박 및 음식점업(55~56),1 - 4명,127546,281227
경기,숙박 및 음식점업(55~56),5 - 9명,21691,134027
경기,숙박 및 음식점업(55~56),10 - 19명,4306,53746
경기,숙박 및 음식점업(55~56),20 - 49명,805,22500
경기,숙박 및 음식점업(55~56),50 - 99명,105,6668
경기,숙박 및 음식점업(55~56),100 - 299명,21,3200
경기,숙박 및 음식점업(55~56),300 - 499명,2,X
경기,숙박 및 음식점업(55~56),1000명 이상,1,X
경기,정보통신업(58~63),계,7117,114719
경기,정보통신업(58~63),1 - 4명,4180,8575
경기,정보통신업(58~63),5 - 9명,1375,8939
경기,정보통신업(58~63),10 - 19명,721,9554
경기,정보통신업(58~63),20 - 49명,496,15042
경기,정보통신업(58~63),50 - 99명,164,11497
경기,정보통신업(58~63),100 - 299명,136,23151
경기,정보통신업(58~63),300 - 499명,24,9063
경기,정보통신업(58~63),500 - 999명,13,9356
경기,정보통신업(58~63),1000명 이상,8,19542
경기,금융 및 보험업(64~66),계,7208,103879
경기,금융 및 보험업(64~66),1 - 4명,2051,4571
경기,금융 및 보험업(64~66),5 - 9명,1822,12688
경기,금융 및 보험업(64~66),10 - 19명,1870,24651
경기,금융 및 보험업(64~66),20 - 49명,1142,35100
경기,금융 및 보험업(64~66),50 - 99명,260,16413
경기,금융 및 보험업(64~66),100 - 299명,59,9010
경기,금융 및 보험업(64~66),300 - 499명,4,1446
경기,부동산업(68),계,41103,122637
경기,부동산업(68),1 - 4명,34869,55977
경기,부동산업(68),5 - 9명,4347,27845
경기,부동산업(68),10 - 19명,1368,17180
경기,부동산업(68),20 - 49명,438,12515
경기,부동산업(68),50 - 99명,43,2726
경기,부동산업(68),100 - 299명,35,4857
경기,부동산업(68),300 - 499명,1,X
경기,부동산업(68),500 - 999명,2,X
경기,"전문, 과학 및 기술 서비스업(70~73)",계,21528,260658
경기,"전문, 과학 및 기술 서비스업(70~73)",1 - 4명,13302,28836
경기,"전문, 과학 및 기술 서비스업(70~73)",5 - 9명,5050,32283
경기,"전문, 과학 및 기술 서비스업(70~73)",10 - 19명,1702,21911
경기,"전문, 과학 및 기술 서비스업(70~73)",20 - 49명,939,27644
경기,"전문, 과학 및 기술 서비스업(70~73)",50 - 99명,284,18809
경기,"전문, 과학 및 기술 서비스업(70~73)",100 - 299명,182,30226
경기,"전문, 과학 및 기술 서비스업(70~73)",300 - 499명,35,13321
경기,"전문, 과학 및 기술 서비스업(70~73)",500 - 999명,24,16501
경기,"전문, 과학 및 기술 서비스업(70~73)",1000명 이상,10,71127
경기,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,14535,213523
경기,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",1 - 4명,9553,18448
경기,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",5 - 9명,2071,13310
경기,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",10 - 19명,1182,16032
경기,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",20 - 49명,1031,30101
경기,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",50 - 99명,341,22734
경기,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",100 - 299명,261,43235
경기,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",300 - 499명,45,17255
경기,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",500 - 999명,38,25345
경기,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",1000명 이상,13,27063
경기,"공공행정, 국방 및 사회보장 행정(84)",계,1863,119126
경기,"공공행정, 국방 및 사회보장 행정(84)",1 - 4명,146,344
경기,"공공행정, 국방 및 사회보장 행정(84)",5 - 9명,135,1027
경기,"공공행정, 국방 및 사회보장 행정(84)",10 - 19명,554,8153
경기,"공공행정, 국방 및 사회보장 행정(84)",20 - 49명,629,18460
경기,"공공행정, 국방 및 사회보장 행정(84)",50 - 99명,178,12113
경기,"공공행정, 국방 및 사회보장 행정(84)",100 - 299명,137,23059
경기,"공공행정, 국방 및 사회보장 행정(84)",300 - 499명,40,15223
경기,"공공행정, 국방 및 사회보장 행정(84)",500 - 999명,31,22914
경기,"공공행정, 국방 및 사회보장 행정(84)",1000명 이상,13,17833
경기,교육 서비스업(85),계,45488,383886
경기,교육 서비스업(85),1 - 4명,32283,62215
경기,교육 서비스업(85),5 - 9명,6802,42980
경기,교육 서비스업(85),10 - 19명,2507,33139
경기,교육 서비스업(85),20 - 49명,1991,62044
경기,교육 서비스업(85),50 - 99명,1532,108964
경기,교육 서비스업(85),100 - 299명,321,38971
경기,교육 서비스업(85),300 - 499명,24,9758
경기,교육 서비스업(85),500 - 999명,19,12702
경기,교육 서비스업(85),1000명 이상,9,13113
경기,보건업 및 사회복지 서비스업(86~87),계,34409,412597
경기,보건업 및 사회복지 서비스업(86~87),1 - 4명,11937,36281
경기,보건업 및 사회복지 서비스업(86~87),5 - 9명,13650,87368
경기,보건업 및 사회복지 서비스업(86~87),10 - 19명,5433,71281
경기,보건업 및 사회복지 서비스업(86~87),20 - 49명,2251,67644
경기,보건업 및 사회복지 서비스업(86~87),50 - 99명,788,54194
경기,보건업 및 사회복지 서비스업(86~87),100 - 299명,299,48440
경기,보건업 및 사회복지 서비스업(86~87),300 - 499명,22,8572
경기,보건업 및 사회복지 서비스업(86~87),500 - 999명,12,7925
경기,보건업 및 사회복지 서비스업(86~87),1000명 이상,17,30892
경기,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,28561,112954
경기,"예술, 스포츠 및 여가관련 서비스업(90~91)",1 - 4명,24488,43904
경기,"예술, 스포츠 및 여가관련 서비스업(90~91)",5 - 9명,2763,17328
경기,"예술, 스포츠 및 여가관련 서비스업(90~91)",10 - 19명,762,9924
경기,"예술, 스포츠 및 여가관련 서비스업(90~91)",20 - 49명,325,9663
경기,"예술, 스포츠 및 여가관련 서비스업(90~91)",50 - 99명,101,7334
경기,"예술, 스포츠 및 여가관련 서비스업(90~91)",100 - 299명,111,16962
경기,"예술, 스포츠 및 여가관련 서비스업(90~91)",300 - 499명,8,2904
경기,"예술, 스포츠 및 여가관련 서비스업(90~91)",500 - 999명,1,X
경기,"예술, 스포츠 및 여가관련 서비스업(90~91)",1000명 이상,2,X
경기,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,86538,196852
경기,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",1 - 4명,79671,115734
경기,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",5 - 9명,4506,28565
경기,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",10 - 19명,1515,19755
경기,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",20 - 49명,710,19869
경기,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",50 - 99명,96,6301
경기,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",100 - 299명,38,5000
경기,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",300 - 499명,1,X
경기,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",1000명 이상,1,X
강원,전체 산업,계,143475,639277
강원,전체 산업,1 - 4명,119707,211267
강원,전체 산업,5 - 9명,13797,88397
강원,전체 산업,10 - 19명,5514,73240
강원,전체 산업,20 - 49명,3164,93689
강원,전체 산업,50 - 99명,854,58358
강원,전체 산업,100 - 299명,351,52466
강원,전체 산업,300 - 499명,43,16295
강원,전체 산업,500 - 999명,31,21759
강원,전체 산업,1000명 이상,14,23806
강원,"농업, 임업 및 어업(01~03)",계,346,2921
강원,"농업, 임업 및 어업(01~03)",1 - 4명,175,391
강원,"농업, 임업 및 어업(01~03)",5 - 9명,88,595
강원,"농업, 임업 및 어업(01~03)",10 - 19명,46,605
강원,"농업, 임업 및 어업(01~03)",20 - 49명,30,857
강원,"농업, 임업 및 어업(01~03)",50 - 99명,7,473
강원,광업(05~08),계,171,4500
강원,광업(05~08),1 - 4명,49,101
강원,광업(05~08),5 - 9명,53,369
강원,광업(05~08),10 - 19명,23,324
강원,광업(05~08),20 - 49명,33,1047
강원,광업(05~08),50 - 99명,7,471
강원,광업(05~08),100 - 299명,2,X
강원,광업(05~08),300 - 499명,2,X
강원,광업(05~08),500 - 999명,2,X
강원,제조업(10~34),계,8584,59477
강원,제조업(10~34),1 - 4명,6122,11964
강원,제조업(10~34),5 - 9명,1436,9824
강원,제조업(10~34),10 - 19명,481,6615
강원,제조업(10~34),20 - 49명,366,10766
강원,제조업(10~34),50 - 99명,122,8340
강원,제조업(10~34),100 - 299명,49,8031
강원,제조업(10~34),300 - 499명,5,1677
강원,제조업(10~34),500 - 999명,3,2260
강원,"전기, 가스, 증기 및 공기조절 공급업(35)",계,153,3427
강원,"전기, 가스, 증기 및 공기조절 공급업(35)",1 - 4명,83,153
강원,"전기, 가스, 증기 및 공기조절 공급업(35)",5 - 9명,18,112
강원,"전기, 가스, 증기 및 공기조절 공급업(35)",10 - 19명,9,130
강원,"전기, 가스, 증기 및 공기조절 공급업(35)",20 - 49명,24,735
강원,"전기, 가스, 증기 및 공기조절 공급업(35)",50 - 99명,8,511
강원,"전기, 가스, 증기 및 공기조절 공급업(35)",100 - 299명,10,1475
강원,"전기, 가스, 증기 및 공기조절 공급업(35)",300 - 499명,1,X
강원,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,482,4654
강원,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",1 - 4명,227,531
강원,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",5 - 9명,89,565
강원,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",10 - 19명,105,1348
강원,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",20 - 49명,53,1634
강원,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",50 - 99명,7,438
강원,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",100 - 299명,1,X
강원,건설업(41~42),계,7089,57535
강원,건설업(41~42),1 - 4명,3586,8424
강원,건설업(41~42),5 - 9명,1839,12223
강원,건설업(41~42),10 - 19명,1154,15126
강원,건설업(41~42),20 - 49명,424,11959
강원,건설업(41~42),50 - 99명,53,3585
강원,건설업(41~42),100 - 299명,28,4105
강원,건설업(41~42),300 - 499명,4,1399
강원,건설업(41~42),500 - 999명,1,X
강원,도매 및 소매업(45~47),계,33339,84822
강원,도매 및 소매업(45~47),1 - 4명,30228,52695
강원,도매 및 소매업(45~47),5 - 9명,2241,13831
강원,도매 및 소매업(45~47),10 - 19명,585,7684
강원,도매 및 소매업(45~47),20 - 49명,239,6817
강원,도매 및 소매업(45~47),50 - 99명,35,2229
강원,도매 및 소매업(45~47),100 - 299명,11,1566
강원,운수 및 창고업(49~52),계,10695,26974
강원,운수 및 창고업(49~52),1 - 4명,10004,10875
강원,운수 및 창고업(49~52),5 - 9명,258,1725
강원,운수 및 창고업(49~52),10 - 19명,198,2722
강원,운수 및 창고업(49~52),20 - 49명,168,5295
강원,운수 및 창고업(49~52),50 - 99명,46,3164
강원,운수 및 창고업(49~52),100 - 299명,20,2807
강원,운수 및 창고업(49~52),300 - 499명,1,X
강원,숙박 및 음식점업(55~56),계,39186,104485
강원,숙박 및 음식점업(55~56),1 - 4명,35834,70326
강원,숙박 및 음식점업(55~56),5 - 9명,2768,16849
강원,숙박 및 음식점업(55~56),10 - 19명,405,5082
강원,숙박 및 음식점업(55~56),20 - 49명,137,4182
강원,숙박 및 음식점업(55~56),50 - 99명,23,1528
강원,숙박 및 음식점업(55~56),100 - 299명,12,1950
강원,숙박 및 음식점업(55~56),300 - 499명,2,X
강원,숙박 및 음식점업(55~56),500 - 999명,4,2814
강원,숙박 및 음식점업(55~56),1000명 이상,1,X
강원,정보통신업(58~63),계,786,8324
강원,정보통신업(58~63),1 - 4명,471,1002
강원,정보통신업(58~63),5 - 9명,176,1144
강원,정보통신업(58~63),10 - 19명,56,722
강원,정보통신업(58~63),20 - 49명,52,1639
강원,정보통신업(58~63),50 - 99명,21,1483
강원,정보통신업(58~63),100 - 299명,8,1099
강원,정보통신업(58~63),300 - 499명,1,X
강원,정보통신업(58~63),500 - 999명,1,X
강원,금융 및 보험업(64~66),계,1598,22229
강원,금융 및 보험업(64~66),1 - 4명,533,1283
강원,금융 및 보험업(64~66),5 - 9명,469,3170
강원,금융 및 보험업(64~66),10 - 19명,310,4082
강원,금융 및 보험업(64~66),20 - 49명,252,7637
강원,금융 및 보험업(64~66),50 - 99명,27,1576
강원,금융 및 보험업(64~66),100 - 299명,5,599
강원,금융 및 보험업(64~66),1000명 이상,2,X
강원,부동산업(68),계,3636,11564
강원,부동산업(68),1 - 4명,2941,4924
강원,부동산업(68),5 - 9명,474,3018
강원,부동산업(68),10 - 19명,185,2358
강원,부동산업(68),20 - 49명,32,846
강원,부동산업(68),50 - 99명,2,X
강원,부동산업(68),100 - 299명,2,X
강원,"전문, 과학 및 기술 서비스업(70~73)",계,2755,16282
강원,"전문, 과학 및 기술 서비스업(70~73)",1 - 4명,1945,4173
강원,"전문, 과학 및 기술 서비스업(70~73)",5 - 9명,487,3144
강원,"전문, 과학 및 기술 서비스업(70~73)",10 - 19명,189,2423
강원,"전문, 과학 및 기술 서비스업(70~73)",20 - 49명,101,2929
강원,"전문, 과학 및 기술 서비스업(70~73)",50 - 99명,19,1297
강원,"전문, 과학 및 기술 서비스업(70~73)",100 - 299명,13,1926
강원,"전문, 과학 및 기술 서비스업(70~73)",300 - 499명,1,X
강원,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,2695,22566
강원,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",1 - 4명,2037,3684
강원,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",5 - 9명,267,1728
강원,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",10 - 19명,176,2390
강원,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",20 - 49명,136,3900
강원,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",50 - 99명,45,3057
강원,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",100 - 299명,28,4425
강원,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",300 - 499명,1,X
강원,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",500 - 999명,5,3052
강원,"공공행정, 국방 및 사회보장 행정(84)",계,799,38319
강원,"공공행정, 국방 및 사회보장 행정(84)",1 - 4명,112,241
강원,"공공행정, 국방 및 사회보장 행정(84)",5 - 9명,137,947
강원,"공공행정, 국방 및 사회보장 행정(84)",10 - 19명,206,3024
강원,"공공행정, 국방 및 사회보장 행정(84)",20 - 49명,195,5751
강원,"공공행정, 국방 및 사회보장 행정(84)",50 - 99명,75,5251
강원,"공공행정, 국방 및 사회보장 행정(84)",100 - 299명,50,7807
강원,"공공행정, 국방 및 사회보장 행정(84)",300 - 499명,14,5936
강원,"공공행정, 국방 및 사회보장 행정(84)",500 - 999명,7,5130
강원,"공공행정, 국방 및 사회보장 행정(84)",1000명 이상,3,4232
강원,교육 서비스업(85),계,6112,57100
강원,교육 서비스업(85),1 - 4명,4541,7852
강원,교육 서비스업(85),5 - 9명,552,3520
강원,교육 서비스업(85),10 - 19명,365,5049
강원,교육 서비스업(85),20 - 49명,412,12487
강원,교육 서비스업(85),50 - 99명,187,13232
강원,교육 서비스업(85),100 - 299명,44,5965
강원,교육 서비스업(85),300 - 499명,3,1077
강원,교육 서비스업(85),500 - 999명,5,3394
강원,교육 서비스업(85),1000명 이상,3,4524
강원,보건업 및 사회복지 서비스업(86~87),계,4610,61840
강원,보건업 및 사회복지 서비스업(86~87),1 - 4명,1845,5108
강원,보건업 및 사회복지 서비스업(86~87),5 - 9명,1531,9835
강원,보건업 및 사회복지 서비스업(86~87),10 - 19명,705,9440
강원,보건업 및 사회복지 서비스업(86~87),20 - 49명,342,10444
강원,보건업 및 사회복지 서비스업(86~87),50 - 99명,129,8626
강원,보건업 및 사회복지 서비스업(86~87),100 - 299명,43,6559
강원,보건업 및 사회복지 서비스업(86~87),300 - 499명,8,2881
강원,보건업 및 사회복지 서비스업(86~87),500 - 999명,3,2475
강원,보건업 및 사회복지 서비스업(86~87),1000명 이상,4,6472
강원,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,4691,21704
강원,"예술, 스포츠 및 여가관련 서비스업(90~91)",1 - 4명,4098,6943
강원,"예술, 스포츠 및 여가관련 서비스업(90~91)",5 - 9명,358,2256
강원,"예술, 스포츠 및 여가관련 서비스업(90~91)",10 - 19명,118,1591
강원,"예술, 스포츠 및 여가관련 서비스업(90~91)",20 - 49명,63,1763
강원,"예술, 스포츠 및 여가관련 서비스업(90~91)",50 - 99명,29,2183
강원,"예술, 스포츠 및 여가관련 서비스업(90~91)",100 - 299명,24,3406
강원,"예술, 스포츠 및 여가관련 서비스업(90~91)",1000명 이상,1,X
강원,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,15748,30554
강원,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",1 - 4명,14876,20597
강원,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",5 - 9명,556,3542
강원,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",10 - 19명,198,2525
강원,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",20 - 49명,105,3001
강원,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",50 - 99명,12,758
강원,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",100 - 299명,1,X
충북,전체 산업,계,129920,713339
충북,전체 산업,1 - 4명,105014,185688
충북,전체 산업,5 - 9명,13698,89012
충북,전체 산업,10 - 19명,5753,77770
충북,전체 산업,20 - 49명,3607,107601
충북,전체 산업,50 - 99명,1185,81359
충북,전체 산업,100 - 299명,520,80456
충북,전체 산업,300 - 499명,88,33712
충북,전체 산업,500 - 999명,43,30000
충북,전체 산업,1000명 이상,12,27741
충북,"농업, 임업 및 어업(01~03)",계,291,2491
충북,"농업, 임업 및 어업(01~03)",1 - 4명,145,331
충북,"농업, 임업 및 어업(01~03)",5 - 9명,72,473
충북,"농업, 임업 및 어업(01~03)",10 - 19명,47,679
충북,"농업, 임업 및 어업(01~03)",20 - 49명,24,753
충북,"농업, 임업 및 어업(01~03)",50 - 99명,2,X
충북,"농업, 임업 및 어업(01~03)",100 - 299명,1,X
충북,광업(05~08),계,87,1034
충북,광업(05~08),1 - 4명,31,72
충북,광업(05~08),5 - 9명,22,159
충북,광업(05~08),10 - 19명,15,210
충북,광업(05~08),20 - 49명,16,417
충북,광업(05~08),50 - 99명,3,176
충북,제조업(10~34),계,13786,208750
충북,제조업(10~34),1 - 4명,7712,15757
충북,제조업(10~34),5 - 9명,2898,20290
충북,제조업(10~34),10 - 19명,1227,17244
충북,제조업(10~34),20 - 49명,1210,36767
충북,제조업(10~34),50 - 99명,408,28488
충북,제조업(10~34),100 - 299명,269,43579
충북,제조업(10~34),300 - 499명,38,14662
충북,제조업(10~34),500 - 999명,17,12056
충북,제조업(10~34),1000명 이상,7,19907
충북,"전기, 가스, 증기 및 공기조절 공급업(35)",계,87,1555
충북,"전기, 가스, 증기 및 공기조절 공급업(35)",1 - 4명,50,77
충북,"전기, 가스, 증기 및 공기조절 공급업(35)",5 - 9명,12,74
충북,"전기, 가스, 증기 및 공기조절 공급업(35)",10 - 19명,6,88
충북,"전기, 가스, 증기 및 공기조절 공급업(35)",20 - 49명,12,389
충북,"전기, 가스, 증기 및 공기조절 공급업(35)",50 - 99명,5,357
충북,"전기, 가스, 증기 및 공기조절 공급업(35)",100 - 299명,1,X
충북,"전기, 가스, 증기 및 공기조절 공급업(35)",300 - 499명,1,X
충북,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,450,5255
충북,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",1 - 4명,173,399
충북,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",5 - 9명,111,708
충북,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",10 - 19명,89,1251
충북,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",20 - 49명,61,1726
충북,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",50 - 99명,15,1013
